日期,代號,均線,法人,收盤價
2026-04-15,6546.TWO,-1,0,69.6
2026-04-13,4972.TWO,-1,0,17.1
2026-04-14,4972.TWO,-1,0,16.95
2026-04-15,4972.TWO,-1,0,17.0
2026-04-13,6547.TWO,1,0,55.6
2026-04-14,6547.TWO,-1,0,51.5
2026-04-15,6547.TWO,-1,0,50.8
2026-04-13,4973.TWO,1,0,79.8
2026-04-14,4973.TWO,1,0,79.8
2026-04-15,4973.TWO,1,0,78.8
2026-04-13,4976.TW,1,0,28.6
2026-04-14,4976.TW,1,0,29.85
2026-04-15,4976.TW,1,0,29.9
2026-04-13,6419.TWO,1,0,110.5
2026-04-14,6419.TWO,1,0,121.5
2026-04-15,6419.TWO,1,0,123.5
2026-04-13,6548.TWO,1,0,52.0
2026-04-14,6548.TWO,1,0,51.8
2026-04-15,6548.TWO,1,0,50.4
2026-04-13,6549.TWO,1,0,7.67
2026-04-14,6549.TWO,1,0,7.62
2026-04-15,6549.TWO,-1,0,7.56
2026-04-13,6417.TWO,1,0,109.0
2026-04-14,6417.TWO,1,0,109.0
2026-04-15,6417.TWO,1,0,110.0
2026-04-13,4935.TW,-1,0,35.6
2026-04-14,4935.TW,1,0,36.45
2026-04-15,4935.TW,-1,0,36.2
2026-04-13,6541.TW,-1,0,41.15
2026-04-14,6541.TW,-1,0,40.55
2026-04-15,6541.TW,-1,0,41.0
2026-04-13,4976.TW,1,0,28.6
2026-04-14,4976.TW,1,0,29.85
2026-04-15,4976.TW,1,0,29.9
2026-04-13,4949.TW,1,0,93.1
2026-04-14,4949.TW,1,0,92.3
2026-04-15,4949.TW,1,0,89.5
2026-04-13,6438.TW,1,0,181.0
2026-04-14,6438.TW,1,0,180.0
2026-04-15,6438.TW,1,0,177.0
2026-04-13,6435.TWO,1,0,163.0
2026-04-14,6435.TWO,1,0,162.5
2026-04-15,6435.TWO,1,0,163.0
2026-04-13,6432.TWO,1,0,39.45
2026-04-14,6432.TWO,1,0,40.2
2026-04-15,6432.TWO,1,0,40.2
2026-04-13,4961.TW,1,0,152.5
2026-04-14,4961.TW,1,0,153.0
2026-04-15,4961.TW,1,0,151.5
2026-04-13,6536.TWO,-1,0,12.6
2026-04-14,6536.TWO,1,0,14.5
2026-04-15,6536.TWO,1,0,16.75
2026-04-13,6538.TWO,1,0,70.0
2026-04-14,6538.TWO,1,0,70.1
2026-04-15,6538.TWO,-1,0,69.8
2026-04-13,6431.TW,-1,0,22.0
2026-04-14,6431.TW,-1,0,21.95
2026-04-15,6431.TW,-1,0,21.2
2026-04-13,4961.TW,1,0,152.5
2026-04-14,4961.TW,1,0,153.0
2026-04-15,4961.TW,1,0,151.5
2026-04-13,4952.TW,1,0,42.15
2026-04-14,4952.TW,1,0,42.1
2026-04-15,4952.TW,1,0,41.9
2026-04-13,6539.TWO,-1,0,52.0
2026-04-14,6539.TWO,-1,0,51.3
2026-04-15,6539.TWO,-1,0,49.0
2026-04-13,6431.TW,-1,0,22.0
2026-04-14,6431.TW,-1,0,21.95
2026-04-15,6431.TW,-1,0,21.2
2026-04-13,4952.TW,1,0,42.15
2026-04-14,4952.TW,1,0,42.1
2026-04-15,4952.TW,1,0,41.9
2026-04-13,6541.TW,-1,0,41.15
2026-04-14,6541.TW,-1,0,40.55
2026-04-15,6541.TW,-1,0,41.0
2026-04-13,4949.TW,1,0,93.1
2026-04-14,4949.TW,1,0,92.3
2026-04-15,4949.TW,1,0,89.5
2026-04-13,4966.TWO,1,0,520.0
2026-04-14,4966.TWO,1,0,539.0
2026-04-15,4966.TWO,1,0,533.0
2026-04-13,4946.TWO,-1,0,108.5
2026-04-14,4946.TWO,-1,0,110.5
2026-04-15,4946.TWO,-1,0,106.5
2026-04-13,4991.TWO,1,0,583.0
2026-04-14,4991.TWO,1,0,621.0
2026-04-15,4991.TWO,1,0,616.0
2026-04-13,5450.TWO,-1,0,14.35
2026-04-14,5450.TWO,-1,0,14.2
2026-04-15,5450.TWO,-1,0,14.3
2026-04-13,6028.TWO,-1,0,82.5
2026-04-14,6028.TWO,-1,0,82.1
2026-04-15,6028.TWO,-1,0,82.0
2026-04-13,6101.TWO,1,0,39.75
2026-04-14,6101.TWO,1,0,39.8
2026-04-15,6101.TWO,1,0,40.3
2026-04-13,5292.TW,1,0,216.0
2026-04-14,5292.TW,1,0,217.0
2026-04-15,5292.TW,1,0,238.5
2026-04-13,6103.TWO,-1,0,44.0
2026-04-14,6103.TWO,-1,0,41.0
2026-04-15,6103.TWO,-1,0,41.8
2026-04-13,5289.TWO,1,0,1135.0
2026-04-14,5289.TWO,1,0,1180.0
2026-04-15,5289.TWO,1,0,1155.0
2026-04-13,6112.TW,1,0,46.1
2026-04-14,6112.TW,1,0,46.95
2026-04-15,6112.TW,1,0,47.1
2026-04-13,6112.TW,1,0,46.1
2026-04-14,6112.TW,1,0,46.95
2026-04-15,6112.TW,1,0,47.1
2026-04-13,6113.TWO,1,0,21.25
2026-04-14,6113.TWO,1,0,21.75
2026-04-15,6113.TWO,1,0,23.9
2026-04-13,6114.TWO,-1,0,29.25
2026-04-14,6114.TWO,-1,0,29.15
2026-04-15,6114.TWO,-1,0,29.4
2026-04-13,6026.TWO,-1,0,14.7
2026-04-14,6026.TWO,-1,0,14.75
2026-04-15,6026.TWO,1,0,14.8
2026-04-13,6024.TW,1,0,56.6
2026-04-14,6024.TW,1,0,56.5
2026-04-15,6024.TW,1,0,56.8
2026-04-13,5302.TWO,-1,0,10.75
2026-04-14,5302.TWO,-1,0,11.0
2026-04-15,5302.TWO,-1,0,11.05
2026-04-13,5321.TWO,-1,0,24.0
2026-04-14,5321.TWO,-1,0,24.25
2026-04-15,5321.TWO,-1,0,24.15
2026-04-13,5312.TWO,1,0,98.3
2026-04-14,5312.TWO,1,0,98.4
2026-04-15,5312.TWO,1,0,98.1
2026-04-13,5309.TWO,-1,0,56.2
2026-04-14,5309.TWO,-1,0,56.7
2026-04-15,5309.TWO,1,0,58.6
2026-04-13,5306.TW,-1,0,85.1
2026-04-14,5306.TW,-1,0,84.7
2026-04-15,5306.TW,-1,0,84.6
2026-04-13,6016.TWO,-1,0,16.65
2026-04-14,6016.TWO,-1,0,16.9
2026-04-15,6016.TWO,-1,0,17.05
2026-04-13,6020.TWO,-1,0,19.2
2026-04-14,6020.TWO,1,0,19.3
2026-04-15,6020.TWO,1,0,19.3
2026-04-13,6023.TWO,1,0,99.0
2026-04-14,6023.TWO,1,0,98.8
2026-04-15,6023.TWO,1,0,99.3
2026-04-13,5301.TWO,-1,0,9.2
2026-04-14,5301.TWO,1,0,9.44
2026-04-15,5301.TWO,1,0,9.42
2026-04-13,6116.TW,1,0,8.52
2026-04-14,6116.TW,1,0,8.86
2026-04-15,6116.TW,1,0,9.0
2026-04-13,6116.TW,1,0,8.52
2026-04-14,6116.TW,1,0,8.86
2026-04-15,6116.TW,1,0,9.0
2026-04-13,6133.TW,-1,0,22.45
2026-04-14,6133.TW,1,0,23.9
2026-04-15,6133.TW,1,0,23.7
2026-04-13,6133.TW,-1,0,22.45
2026-04-14,6133.TW,1,0,23.9
2026-04-15,6133.TW,1,0,23.7
2026-04-13,6136.TW,1,0,24.5
2026-04-14,6136.TW,1,0,24.55
2026-04-15,6136.TW,1,0,24.6
2026-04-13,6136.TW,1,0,24.5
2026-04-14,6136.TW,1,0,24.55
2026-04-15,6136.TW,1,0,24.6
2026-04-13,6141.TW,1,0,23.55
2026-04-14,6141.TW,1,0,23.5
2026-04-15,6141.TW,1,0,25.85
2026-04-13,6141.TW,1,0,23.55
2026-04-14,6141.TW,1,0,23.5
2026-04-15,6141.TW,1,0,25.85
2026-04-13,6142.TW,-1,0,9.33
2026-04-14,6142.TW,-1,0,9.2
2026-04-15,6142.TW,-1,0,9.16
2026-04-13,6142.TW,-1,0,9.33
2026-04-14,6142.TW,-1,0,9.2
2026-04-15,6142.TW,-1,0,9.16
2026-04-13,6146.TWO,1,0,201.5
2026-04-14,6146.TWO,1,0,205.0
2026-04-15,6146.TWO,1,0,212.5
2026-04-13,5278.TWO,-1,0,23.45
2026-04-14,5278.TWO,-1,0,23.5
2026-04-15,5278.TWO,-1,0,23.7
2026-04-13,6130.TWO,-1,0,27.1
2026-04-14,6130.TWO,-1,0,27.15
2026-04-15,6130.TWO,-1,0,25.45
2026-04-13,6128.TW,-1,0,20.95
2026-04-14,6128.TW,-1,0,21.3
2026-04-15,6128.TW,-1,0,21.25
2026-04-13,6117.TW,1,0,81.8
2026-04-14,6117.TW,1,0,79.8
2026-04-15,6117.TW,1,0,80.9
2026-04-13,5288.TW,1,0,156.0
2026-04-14,5288.TW,1,0,171.5
2026-04-15,5288.TW,1,0,167.0
2026-04-13,6117.TW,1,0,81.8
2026-04-14,6117.TW,1,0,79.8
2026-04-15,6117.TW,1,0,80.9
2026-04-13,5287.TWO,-1,0,166.0
2026-04-14,5287.TWO,1,0,167.0
2026-04-15,5287.TWO,1,0,167.5
2026-04-13,5285.TW,1,0,52.5
2026-04-14,5285.TW,1,0,51.8
2026-04-15,5285.TW,1,0,51.4
2026-04-13,5285.TW,1,0,52.5
2026-04-14,5285.TW,1,0,51.8
2026-04-15,5285.TW,1,0,51.4
2026-04-13,5902.TWO,1,0,38.85
2026-04-14,5902.TWO,-1,0,38.8
2026-04-15,5902.TWO,-1,0,38.65
2026-04-13,5284.TW,1,0,314.5
2026-04-14,5284.TW,1,0,305.5
2026-04-15,5284.TW,1,0,326.0
2026-04-13,6123.TWO,-1,0,42.4
2026-04-14,6123.TWO,-1,0,42.05
2026-04-15,6123.TWO,-1,0,42.0
2026-04-13,6125.TWO,-1,0,54.0
2026-04-14,6125.TWO,-1,0,55.8
2026-04-15,6125.TWO,-1,0,55.8
2026-04-13,6582.TW,-1,0,32.5
2026-04-14,6582.TW,1,0,32.95
2026-04-15,6582.TW,1,0,33.0
2026-04-13,6128.TW,-1,0,20.95
2026-04-14,6128.TW,-1,0,21.3
2026-04-15,6128.TW,-1,0,21.25
2026-04-13,6122.TWO,-1,0,50.2
2026-04-14,6122.TWO,-1,0,50.5
2026-04-15,6122.TWO,-1,0,50.4
2026-04-13,5271.TWO,-1,0,16.0
2026-04-14,5271.TWO,1,0,20.6
2026-04-15,5271.TWO,1,0,31.25
2026-04-13,5876.TW,-1,0,39.35
2026-04-14,5876.TW,1,0,39.65
2026-04-15,5876.TW,1,0,39.45
2026-04-13,5474.TWO,1,0,146.0
2026-04-14,5474.TWO,1,0,141.5
2026-04-15,5474.TWO,1,0,146.5
2026-04-13,5483.TWO,1,0,120.0
2026-04-14,5483.TWO,1,0,122.0
2026-04-15,5483.TWO,1,0,123.5
2026-04-13,5388.TW,1,0,84.3
2026-04-14,5388.TW,1,0,81.7
2026-04-15,5388.TW,1,0,82.4
2026-04-13,5489.TWO,1,0,41.3
2026-04-14,5489.TWO,1,0,40.9
2026-04-15,5489.TWO,1,0,41.0
2026-04-13,5512.TWO,-1,0,7.86
2026-04-14,5512.TWO,-1,0,7.84
2026-04-15,5512.TWO,-1,0,7.85
2026-04-13,5514.TWO,-1,0,15.85
2026-04-14,5514.TWO,1,0,16.1
2026-04-15,5514.TWO,1,0,16.55
2026-04-13,5388.TW,1,0,84.3
2026-04-14,5388.TW,1,0,81.7
2026-04-15,5388.TW,1,0,82.4
2026-04-13,5443.TWO,1,0,117.5
2026-04-14,5443.TWO,1,0,117.0
2026-04-15,5443.TWO,1,0,112.0
2026-04-13,5439.TWO,1,0,359.5
2026-04-14,5439.TWO,1,0,360.5
2026-04-15,5439.TWO,1,0,396.5
2026-04-13,5438.TWO,-1,0,18.95
2026-04-14,5438.TWO,-1,0,18.85
2026-04-15,5438.TWO,-1,0,18.85
2026-04-10,5455.TWO,1,0,23.8
2026-04-13,5455.TWO,1,0,24.15
2026-04-14,5455.TWO,1,0,24.0
2026-04-13,5425.TWO,-1,0,57.5
2026-04-14,5425.TWO,1,0,58.1
2026-04-15,5425.TWO,1,0,58.1
2026-04-13,5460.TWO,-1,0,14.7
2026-04-14,5460.TWO,-1,0,14.7
2026-04-15,5460.TWO,1,0,14.8
2026-04-13,5464.TWO,1,0,30.0
2026-04-14,5464.TWO,1,0,29.5
2026-04-15,5464.TWO,1,0,29.65
2026-04-13,5403.TWO,-1,0,95.1
2026-04-14,5403.TWO,-1,0,91.9
2026-04-15,5403.TWO,-1,0,94.6
2026-04-13,5520.TWO,-1,0,81.9
2026-04-14,5520.TWO,-1,0,80.7
2026-04-15,5520.TWO,-1,0,80.3
2026-04-13,5344.TWO,1,0,14.55
2026-04-14,5344.TWO,1,0,14.45
2026-04-15,5344.TWO,1,0,14.7
2026-04-13,5607.TW,1,0,47.85
2026-04-14,5607.TW,1,0,47.8
2026-04-15,5607.TW,1,0,48.9
2026-04-13,5608.TW,-1,0,16.2
2026-04-14,5608.TW,-1,0,16.15
2026-04-15,5608.TW,-1,0,16.5
2026-04-13,5324.TWO,1,0,12.0
2026-04-14,5324.TWO,1,0,12.0
2026-04-15,5324.TWO,1,0,11.95
2026-04-13,5706.TW,1,0,57.2
2026-04-14,5706.TW,1,0,52.5
2026-04-15,5706.TW,1,0,52.3
2026-04-13,5601.TWO,1,0,37.0
2026-04-14,5601.TWO,1,0,37.0
2026-04-15,5601.TWO,-1,0,36.1
2026-04-13,5548.TWO,1,0,24.95
2026-04-14,5548.TWO,1,0,24.8
2026-04-15,5548.TWO,1,0,24.7
2026-04-13,5347.TWO,1,0,125.5
2026-04-14,5347.TWO,1,0,124.5
2026-04-15,5347.TWO,1,0,129.0
2026-04-13,5521.TW,-1,0,12.05
2026-04-14,5521.TW,-1,0,12.4
2026-04-15,5521.TW,-1,0,12.35
2026-04-13,5522.TW,1,0,71.4
2026-04-14,5522.TW,-1,0,71.0
2026-04-15,5522.TW,-1,0,70.2
2026-04-13,5523.TWO,1,0,30.6
2026-04-14,5523.TWO,1,0,30.5
2026-04-15,5523.TWO,1,0,30.4
2026-04-13,5525.TW,1,0,25.35
2026-04-14,5525.TW,1,0,25.25
2026-04-15,5525.TW,-1,0,25.2
2026-04-13,5531.TW,-1,0,8.85
2026-04-14,5531.TW,-1,0,8.8
2026-04-15,5531.TW,-1,0,8.79
2026-04-13,5533.TW,1,0,14.55
2026-04-14,5533.TW,1,0,14.6
2026-04-15,5533.TW,1,0,14.55
2026-04-13,5878.TWO,-1,0,41.15
2026-04-14,5878.TWO,-1,0,41.1
2026-04-15,5878.TWO,-1,0,41.1
2026-04-13,5534.TW,1,0,82.9
2026-04-14,5534.TW,1,0,80.8
2026-04-15,5534.TW,1,0,82.7
2026-04-13,5364.TWO,1,0,12.15
2026-04-14,5364.TWO,1,0,11.7
2026-04-15,5364.TWO,-1,0,11.4
2026-04-13,5356.TWO,1,0,25.5
2026-04-14,5356.TWO,1,0,25.45
2026-04-15,5356.TWO,1,0,25.5
2026-04-13,5355.TWO,-1,0,6.5
2026-04-14,5355.TWO,-1,0,6.49
2026-04-15,5355.TWO,-1,0,6.4
2026-04-13,5353.TWO,1,0,25.15
2026-04-14,5353.TWO,1,0,25.15
2026-04-15,5353.TWO,1,0,25.25
2026-04-13,5351.TWO,-1,0,69.3
2026-04-14,5351.TWO,-1,0,68.4
2026-04-15,5351.TWO,-1,0,67.5
2026-04-13,5538.TW,1,0,31.0
2026-04-14,5538.TW,1,0,31.5
2026-04-15,5538.TW,1,0,31.5
2026-04-13,5546.TW,-1,0,16.8
2026-04-14,5546.TW,-1,0,16.75
2026-04-15,5546.TW,-1,0,16.65
2026-04-13,5536.TWO,1,0,758.0
2026-04-14,5536.TWO,1,0,788.0
2026-04-15,5536.TWO,1,0,824.0
2026-04-13,6148.TWO,-1,0,32.05
2026-04-14,6148.TWO,-1,0,32.75
2026-04-15,6148.TWO,-1,0,32.7
2026-04-13,5016.TWO,1,0,30.05
2026-04-14,5016.TWO,1,0,28.7
2026-04-15,5016.TWO,1,0,31.55
2026-04-13,6216.TW,-1,0,24.95
2026-04-14,6216.TW,-1,0,25.1
2026-04-15,6216.TW,-1,0,25.2
2026-04-13,6216.TW,-1,0,24.95
2026-04-14,6216.TW,-1,0,25.1
2026-04-15,6216.TW,-1,0,25.2
2026-04-13,6217.TWO,1,0,240.0
2026-04-14,6217.TWO,1,0,218.0
2026-04-15,6217.TWO,1,0,214.0
2026-04-13,6218.TWO,1,0,38.4
2026-04-14,6218.TWO,1,0,36.8
2026-04-15,6218.TWO,1,0,35.85
2026-04-13,6219.TWO,-1,0,14.15
2026-04-14,6219.TWO,-1,0,14.15
2026-04-15,6219.TWO,-1,0,14.15
2026-04-13,5013.TWO,1,0,31.4
2026-04-14,5013.TWO,1,0,30.75
2026-04-15,5013.TWO,1,0,31.1
2026-04-13,6220.TWO,1,0,35.2
2026-04-14,6220.TWO,1,0,36.4
2026-04-15,6220.TWO,1,0,35.6
2026-04-13,6223.TWO,1,0,4545.0
2026-04-14,6223.TWO,1,0,4560.0
2026-04-15,6223.TWO,1,0,4595.0
2026-04-10,6225.TW,-1,0,18.8
2026-04-13,6225.TW,-1,0,18.95
2026-04-14,6225.TW,-1,0,18.2
2026-04-13,6201.TW,-1,0,50.3
2026-04-14,6201.TW,1,0,50.9
2026-04-15,6201.TW,-1,0,50.5
2026-04-13,6201.TW,-1,0,50.3
2026-04-14,6201.TW,1,0,50.9
2026-04-15,6201.TW,-1,0,50.5
2026-04-13,6203.TWO,-1,0,64.2
2026-04-14,6203.TWO,-1,0,64.1
2026-04-15,6203.TWO,-1,0,64.3
2026-04-13,5202.TWO,-1,0,12.75
2026-04-14,5202.TWO,-1,0,12.75
2026-04-15,5202.TWO,-1,0,12.8
2026-04-13,5201.TWO,-1,0,38.8
2026-04-14,5201.TWO,1,0,39.25
2026-04-15,5201.TWO,-1,0,38.85
2026-04-13,5452.TWO,1,0,34.8
2026-04-14,5452.TWO,-1,0,33.9
2026-04-15,5452.TWO,-1,0,32.95
2026-04-10,6225.TW,-1,0,18.8
2026-04-13,6225.TW,-1,0,18.95
2026-04-14,6225.TW,-1,0,18.2
2026-04-13,4995.TWO,1,0,41.4
2026-04-14,4995.TWO,1,0,41.55
2026-04-15,4995.TWO,1,0,41.45
2026-04-13,6261.TWO,1,0,82.7
2026-04-14,6261.TWO,1,0,81.5
2026-04-15,6261.TWO,1,0,79.1
2026-04-13,6264.TWO,-1,0,6.32
2026-04-14,6264.TWO,-1,0,6.3
2026-04-15,6264.TWO,-1,0,6.3
2026-04-13,6265.TWO,1,0,40.75
2026-04-14,6265.TWO,-1,0,40.75
2026-04-15,6265.TWO,-1,0,40.3
2026-04-13,6266.TWO,-1,0,27.75
2026-04-14,6266.TWO,-1,0,27.9
2026-04-15,6266.TWO,-1,0,27.9
2026-04-13,6269.TW,1,0,62.9
2026-04-14,6269.TW,1,0,61.7
2026-04-15,6269.TW,1,0,61.8
2026-04-13,6269.TW,1,0,62.9
2026-04-14,6269.TW,1,0,61.7
2026-04-15,6269.TW,1,0,61.8
2026-04-13,6270.TWO,-1,0,24.9
2026-04-14,6270.TWO,1,0,25.1
2026-04-15,6270.TWO,1,0,25.2
2026-04-13,6248.TWO,-1,0,20.05
2026-04-14,6248.TWO,-1,0,20.05
2026-04-15,6248.TWO,-1,0,19.95
2026-04-13,6246.TWO,-1,0,16.2
2026-04-14,6246.TWO,-1,0,16.0
2026-04-15,6246.TWO,-1,0,15.9
2026-04-13,6245.TWO,1,0,75.8
2026-04-14,6245.TWO,1,0,76.1
2026-04-15,6245.TWO,1,0,77.6
2026-04-13,6244.TWO,-1,0,25.95
2026-04-14,6244.TWO,-1,0,26.95
2026-04-15,6244.TWO,1,0,29.15
2026-04-13,6233.TWO,-1,0,25.7
2026-04-14,6233.TWO,-1,0,26.4
2026-04-15,6233.TWO,1,0,26.7
2026-04-13,6235.TW,-1,0,44.5
2026-04-14,6235.TW,-1,0,45.1
2026-04-15,6235.TW,-1,0,45.55
2026-04-13,6235.TW,-1,0,44.5
2026-04-14,6235.TW,-1,0,45.1
2026-04-15,6235.TW,-1,0,45.55
2026-04-13,5007.TW,1,0,57.0
2026-04-14,5007.TW,1,0,58.1
2026-04-15,5007.TW,1,0,58.0
2026-04-13,6239.TW,1,0,218.5
2026-04-14,6239.TW,1,0,217.5
2026-04-15,6239.TW,1,0,212.5
2026-04-13,6239.TW,1,0,218.5
2026-04-14,6239.TW,1,0,217.5
2026-04-15,6239.TW,1,0,212.5
2026-04-13,6240.TWO,-1,0,18.25
2026-04-14,6240.TWO,-1,0,18.55
2026-04-15,6240.TWO,1,0,18.75
2026-04-13,6242.TWO,1,0,38.0
2026-04-14,6242.TWO,1,0,37.65
2026-04-15,6242.TWO,1,0,37.95
2026-04-13,5203.TW,-1,0,61.9
2026-04-14,5203.TW,-1,0,63.0
2026-04-15,5203.TW,1,0,64.0
2026-04-13,5258.TW,1,0,47.7
2026-04-14,5258.TW,1,0,47.65
2026-04-15,5258.TW,1,0,48.65
2026-04-13,5258.TW,1,0,47.7
2026-04-14,5258.TW,1,0,47.65
2026-04-15,5258.TW,1,0,48.65
2026-04-13,5254.TWO,1,0,31.95
2026-04-14,5254.TWO,1,0,32.05
2026-04-15,5254.TWO,1,0,33.5
2026-04-13,5251.TWO,-1,0,29.75
2026-04-14,5251.TWO,-1,0,29.8
2026-04-15,5251.TWO,1,0,30.0
2026-04-13,5244.TW,1,0,39.7
2026-04-14,5244.TW,1,0,39.05
2026-04-15,5244.TW,1,0,42.55
2026-04-13,5244.TW,1,0,39.7
2026-04-14,5244.TW,1,0,39.05
2026-04-15,5244.TW,1,0,42.55
2026-04-13,5243.TW,1,0,118.5
2026-04-14,5243.TW,1,0,127.0
2026-04-15,5243.TW,1,0,125.0
2026-04-13,5243.TW,1,0,118.5
2026-04-14,5243.TW,1,0,127.0
2026-04-15,5243.TW,1,0,125.0
2026-04-13,5236.TWO,1,0,140.5
2026-04-14,5236.TWO,1,0,141.5
2026-04-15,5236.TWO,1,0,141.0
2026-04-13,6167.TWO,1,0,14.3
2026-04-14,6167.TWO,-1,0,14.05
2026-04-15,6167.TWO,1,0,14.25
2026-04-13,6166.TW,1,0,65.8
2026-04-14,6166.TW,1,0,72.3
2026-04-15,6166.TW,1,0,71.5
2026-04-13,6166.TW,1,0,65.8
2026-04-14,6166.TW,1,0,72.3
2026-04-15,6166.TW,1,0,71.5
2026-04-13,6165.TW,-1,0,45.15
2026-04-14,6165.TW,-1,0,44.7
2026-04-15,6165.TW,-1,0,45.1
2026-04-13,6150.TWO,-1,0,54.0
2026-04-14,6150.TWO,-1,0,53.8
2026-04-15,6150.TWO,-1,0,53.9
2026-04-13,6151.TWO,1,0,34.9
2026-04-14,6151.TWO,1,0,37.25
2026-04-15,6151.TWO,1,0,35.75
2026-04-13,6152.TW,1,0,18.0
2026-04-14,6152.TW,1,0,17.95
2026-04-15,6152.TW,-1,0,17.7
2026-04-13,6152.TW,1,0,18.0
2026-04-14,6152.TW,1,0,17.95
2026-04-15,6152.TW,-1,0,17.7
2026-04-13,5267.TWO,1,0,28.8
2026-04-14,5267.TWO,1,0,30.1
2026-04-15,5267.TWO,1,0,33.5
2026-04-13,6154.TWO,-1,0,13.3
2026-04-14,6154.TWO,-1,0,13.3
2026-04-15,6154.TWO,-1,0,13.3
2026-04-13,6156.TWO,1,0,19.65
2026-04-14,6156.TWO,-1,0,19.4
2026-04-15,6156.TWO,1,0,19.75
2026-04-13,6163.TWO,1,0,63.0
2026-04-14,6163.TWO,1,0,62.4
2026-04-15,6163.TWO,1,0,61.4
2026-04-13,5262.TWO,-1,0,57.9
2026-04-14,5262.TWO,-1,0,56.2
2026-04-15,5262.TWO,-1,0,56.0
2026-04-13,6274.TWO,1,0,801.0
2026-04-14,6274.TWO,1,0,860.0
2026-04-15,6274.TWO,1,0,946.0
2026-04-13,5210.TWO,1,0,22.8
2026-04-14,5210.TWO,1,0,22.45
2026-04-15,5210.TWO,1,0,22.3
2026-04-13,6191.TW,1,0,95.4
2026-04-14,6191.TW,1,0,104.5
2026-04-15,6191.TW,1,0,104.0
2026-04-13,6191.TW,1,0,95.4
2026-04-14,6191.TW,1,0,104.5
2026-04-15,6191.TW,1,0,104.0
2026-04-13,5209.TWO,-1,0,166.5
2026-04-14,5209.TWO,-1,0,165.0
2026-04-15,5209.TWO,-1,0,165.0
2026-04-13,5205.TWO,-1,0,28.55
2026-04-14,5205.TWO,1,0,28.95
2026-04-15,5205.TWO,-1,0,27.95
2026-04-13,5203.TW,-1,0,61.9
2026-04-14,5203.TW,-1,0,63.0
2026-04-15,5203.TW,1,0,64.0
2026-04-13,6196.TW,1,0,320.5
2026-04-14,6196.TW,1,0,331.0
2026-04-15,6196.TW,1,0,353.0
2026-04-13,6196.TW,1,0,320.5
2026-04-14,6196.TW,1,0,331.0
2026-04-15,6196.TW,1,0,353.0
2026-04-13,6185.TWO,-1,0,13.95
2026-04-14,6185.TWO,-1,0,13.9
2026-04-15,6185.TWO,-1,0,14.0
2026-04-13,6184.TW,-1,0,47.55
2026-04-14,6184.TW,-1,0,47.65
2026-04-15,6184.TW,1,0,47.75
2026-04-13,5211.TWO,-1,0,21.2
2026-04-14,5211.TWO,-1,0,21.5
2026-04-15,5211.TWO,1,0,23.65
2026-04-13,5220.TWO,1,0,20.15
2026-04-14,5220.TWO,1,0,20.45
2026-04-15,5220.TWO,1,0,20.3
2026-04-13,5215.TW,1,0,38.15
2026-04-14,5215.TW,1,0,37.9
2026-04-15,5215.TW,1,0,38.25
2026-04-13,5215.TW,1,0,38.15
2026-04-14,5215.TW,1,0,37.9
2026-04-15,5215.TW,1,0,38.25
2026-04-13,6169.TWO,1,0,17.25
2026-04-14,6169.TWO,1,0,17.25
2026-04-15,6169.TWO,1,0,17.15
2026-04-13,6174.TWO,1,0,24.9
2026-04-14,6174.TWO,1,0,24.3
2026-04-15,6174.TWO,1,0,25.3
2026-04-13,6175.TWO,1,0,58.0
2026-04-14,6175.TWO,1,0,56.8
2026-04-15,6175.TWO,1,0,62.4
2026-04-13,6176.TW,-1,0,89.9
2026-04-14,6176.TW,-1,0,88.5
2026-04-15,6176.TW,-1,0,89.6
2026-04-13,6176.TW,-1,0,89.9
2026-04-14,6176.TW,-1,0,88.5
2026-04-15,6176.TW,-1,0,89.6
2026-04-13,6177.TW,-1,0,46.6
2026-04-14,6177.TW,-1,0,45.9
2026-04-15,6177.TW,-1,0,46.2
2026-04-13,6180.TWO,-1,0,41.55
2026-04-14,6180.TWO,-1,0,41.3
2026-04-15,6180.TWO,-1,0,41.3
2026-04-13,6182.TWO,1,0,35.85
2026-04-14,6182.TWO,1,0,37.1
2026-04-15,6182.TWO,1,0,37.2
2026-04-13,5213.TWO,-1,0,27.0
2026-04-14,5213.TWO,-1,0,26.7
2026-04-15,5213.TWO,-1,0,26.75
2026-04-13,6212.TWO,-1,0,27.45
2026-04-14,6212.TWO,-1,0,27.95
2026-04-15,6212.TWO,-1,0,28.5
2026-04-10,0050.TW,1,0,80.75
2026-04-13,0050.TW,1,0,80.6
2026-04-15,0050.TW,1,0,84.7
2026-04-13,6584.TWO,1,0,650.0
2026-04-14,6584.TWO,1,0,698.0
2026-04-15,6584.TWO,1,0,661.0
2026-04-13,7871.TWO,-1,0,69.8
2026-04-14,7871.TWO,-1,0,70.1
2026-04-15,7871.TWO,-1,0,70.4
2026-04-13,7875.TWO,1,0,173.0
2026-04-14,7875.TWO,1,0,169.0
2026-04-15,7875.TWO,1,0,156.0
2026-04-13,7879.TWO,-1,0,106.0
2026-04-14,7879.TWO,1,0,110.0
2026-04-15,7879.TWO,1,0,114.5
2026-04-13,7880.TWO,-1,0,199.0
2026-04-14,7880.TWO,1,0,210.0
2026-04-15,7880.TWO,1,0,210.0
2026-04-13,7881.TWO,1,0,100.0
2026-04-14,7881.TWO,1,0,99.5
