日期,代號,均線,法人,收盤價
2026-04-15,7881.TWO,-1,0,98.0
2026-04-13,7886.TWO,1,0,221.5
2026-04-14,7886.TWO,1,0,215.5
2026-04-15,7886.TWO,1,0,210.0
2026-04-13,7887.TWO,1,0,205.0
2026-04-14,7887.TWO,1,0,212.5
2026-04-15,7887.TWO,1,0,210.0
2026-04-13,7888.TWO,-1,0,43.05
2026-04-14,7888.TWO,-1,0,43.65
2026-04-15,7888.TWO,-1,0,43.8
2026-04-13,7890.TWO,1,0,141.0
2026-04-14,7890.TWO,1,0,137.5
2026-04-15,7890.TWO,1,0,135.5
2026-04-13,7892.TWO,1,0,903.0
2026-04-14,7892.TWO,1,0,925.0
2026-04-15,7892.TWO,1,0,970.0
2026-04-13,7893.TWO,1,0,225.0
2026-04-14,7893.TWO,1,0,221.0
2026-04-15,7893.TWO,1,0,217.0
2026-04-13,7883.TWO,1,0,257.5
2026-04-14,7883.TWO,1,0,257.0
2026-04-15,7883.TWO,1,0,256.5
2026-04-13,7866.TWO,1,0,190.0
2026-04-14,7866.TWO,1,0,201.0
2026-04-15,7866.TWO,1,0,192.0
2026-04-13,7841.TWO,1,0,29.9
2026-04-14,7841.TWO,1,0,29.8
2026-04-15,7841.TWO,1,0,29.9
2026-04-13,7842.TWO,-1,0,155.0
2026-04-14,7842.TWO,-1,0,154.5
2026-04-15,7842.TWO,-1,0,153.0
2026-04-13,7843.TWO,-1,0,83.3
2026-04-14,7843.TWO,1,0,112.5
2026-04-15,7843.TWO,1,0,104.0
2026-04-13,7846.TWO,1,0,82.5
2026-04-14,7846.TWO,1,0,82.9
2026-04-15,7846.TWO,1,0,78.6
2026-04-13,7847.TWO,-1,0,24.9
2026-04-14,7847.TWO,-1,0,25.1
2026-04-15,7847.TWO,-1,0,25.1
2026-04-13,7848.TWO,1,0,444.5
2026-04-14,7848.TWO,1,0,444.5
2026-04-15,7848.TWO,1,0,445.0
2026-04-13,7849.TWO,1,0,148.5
2026-04-14,7849.TWO,1,0,150.5
2026-04-15,7849.TWO,1,0,149.0
2026-04-13,7867.TWO,1,0,52.5
2026-04-14,7867.TWO,1,0,51.7
2026-04-15,7867.TWO,1,0,51.8
2026-04-13,7851.TWO,1,0,27.5
2026-04-14,7851.TWO,1,0,29.0
2026-04-15,7851.TWO,1,0,34.0
2026-04-13,7856.TWO,1,0,3405.0
2026-04-14,7856.TWO,1,0,3495.0
2026-04-15,7856.TWO,1,0,3530.0
2026-04-13,7858.TWO,1,0,284.5
2026-04-14,7858.TWO,1,0,293.0
2026-04-15,7858.TWO,1,0,269.5
2026-04-10,7860.TWO,1,0,62.0
2026-04-13,7860.TWO,1,0,62.0
2026-04-14,7860.TWO,1,0,62.0
2026-04-13,7862.TWO,1,0,44.15
2026-04-14,7862.TWO,1,0,44.1
2026-04-15,7862.TWO,1,0,44.2
2026-04-13,7863.TWO,1,0,44.1
2026-04-14,7863.TWO,1,0,45.6
2026-04-15,7863.TWO,1,0,45.6
2026-04-13,8048.TWO,1,0,57.5
2026-04-14,8048.TWO,1,0,59.0
2026-04-15,8048.TWO,1,0,61.1
2026-04-13,8049.TWO,-1,0,25.1
2026-04-14,8049.TWO,-1,0,25.25
2026-04-15,8049.TWO,1,0,25.6
2026-04-13,8054.TWO,1,0,98.9
2026-04-14,8054.TWO,1,0,99.0
2026-04-15,8054.TWO,1,0,99.1
2026-04-13,8064.TWO,1,0,83.0
2026-04-14,8064.TWO,1,0,75.8
2026-04-15,8064.TWO,1,0,75.3
2026-04-13,8046.TW,1,0,655.0
2026-04-14,8046.TW,1,0,646.0
2026-04-15,8046.TW,1,0,656.0
2026-04-13,8068.TWO,-1,0,21.7
2026-04-14,8068.TWO,1,0,22.2
2026-04-15,8068.TWO,1,0,23.3
2026-04-13,8072.TW,1,0,28.65
2026-04-14,8072.TW,1,0,28.75
2026-04-15,8072.TW,1,0,28.55
2026-04-13,8072.TW,1,0,28.65
2026-04-14,8072.TW,1,0,28.75
2026-04-15,8072.TW,1,0,28.55
2026-04-13,8081.TW,-1,0,231.5
2026-04-14,8081.TW,-1,0,232.0
2026-04-15,8081.TW,1,0,236.0
2026-04-13,8046.TW,1,0,655.0
2026-04-14,8046.TW,1,0,646.0
2026-04-15,8046.TW,1,0,656.0
2026-04-13,8027.TWO,1,0,145.0
2026-04-14,8027.TWO,1,0,142.0
2026-04-15,8027.TWO,1,0,156.0
2026-04-13,8032.TWO,1,0,37.75
2026-04-14,8032.TWO,1,0,37.0
2026-04-15,8032.TWO,1,0,36.85
2026-04-13,8033.TW,-1,0,130.0
2026-04-14,8033.TW,-1,0,137.0
2026-04-15,8033.TW,-1,0,138.5
2026-04-13,8038.TWO,1,0,41.7
2026-04-14,8038.TWO,-1,0,41.3
2026-04-15,8038.TWO,-1,0,41.1
2026-04-13,8039.TW,1,0,134.0
2026-04-14,8039.TW,1,0,137.0
2026-04-15,8039.TW,1,0,137.0
2026-04-13,8039.TW,1,0,134.0
2026-04-14,8039.TW,1,0,137.0
2026-04-15,8039.TW,1,0,137.0
2026-04-13,8042.TWO,1,0,61.6
2026-04-14,8042.TWO,1,0,65.0
2026-04-15,8042.TWO,1,0,65.3
2026-04-10,7837.TWO,1,0,110.5
2026-04-14,7837.TWO,1,0,111.0
2026-04-15,7837.TWO,-1,0,110.0
2026-04-13,8081.TW,-1,0,231.5
2026-04-14,8081.TW,-1,0,232.0
2026-04-15,8081.TW,1,0,236.0
2026-04-13,7836.TWO,1,0,57.3
2026-04-14,7836.TWO,1,0,61.4
2026-04-15,7836.TWO,1,0,59.3
2026-04-13,7749.TW,-1,0,374.5
2026-04-14,7749.TW,1,0,398.5
2026-04-15,7749.TW,1,0,405.0
2026-04-13,7750.TW,1,0,1580.0
2026-04-14,7750.TW,1,0,1655.0
2026-04-15,7750.TW,1,0,1660.0
2026-04-13,7751.TWO,1,0,1960.0
2026-04-14,7751.TWO,1,0,1955.0
2026-04-15,7751.TWO,1,0,1965.0
2026-04-13,7752.TWO,-1,0,48.0
2026-04-14,7752.TWO,-1,0,47.45
2026-04-15,7752.TWO,-1,0,46.9
2026-04-13,7754.TWO,-1,0,61.7
2026-04-14,7754.TWO,-1,0,60.9
2026-04-15,7754.TWO,-1,0,61.6
2026-04-13,7757.TWO,1,0,110.0
2026-04-14,7757.TWO,1,0,110.0
2026-04-15,7757.TWO,1,0,111.0
2026-04-13,7759.TWO,-1,0,39.05
2026-04-14,7759.TWO,1,0,40.1
2026-04-15,7759.TWO,1,0,39.95
2026-04-13,7749.TW,-1,0,374.5
2026-04-14,7749.TW,1,0,398.5
2026-04-15,7749.TW,1,0,405.0
2026-04-13,7762.TWO,-1,0,49.45
2026-04-14,7762.TWO,-1,0,48.3
2026-04-15,7762.TWO,-1,0,48.75
2026-04-13,7763.TWO,1,0,201.0
2026-04-14,7763.TWO,1,0,205.0
2026-04-15,7763.TWO,1,0,241.0
2026-04-13,7765.TW,1,0,226.0
2026-04-14,7765.TW,1,0,229.5
2026-04-15,7765.TW,1,0,231.0
2026-04-13,7767.TWO,-1,0,44.05
2026-04-14,7767.TWO,-1,0,43.9
2026-04-15,7767.TWO,-1,0,44.55
2026-04-13,7768.TWO,1,0,432.0
2026-04-14,7768.TWO,1,0,452.5
2026-04-15,7768.TWO,1,0,450.5
2026-04-13,7770.TWO,-1,0,47.5
2026-04-14,7770.TWO,-1,0,47.55
2026-04-15,7770.TWO,-1,0,47.55
2026-04-13,7772.TWO,1,0,145.5
2026-04-14,7772.TWO,1,0,159.5
2026-04-15,7772.TWO,1,0,152.0
2026-04-13,7748.TWO,-1,0,27.1
2026-04-14,7748.TWO,-1,0,27.1
2026-04-15,7748.TWO,-1,0,27.8
2026-04-10,7745.TWO,-1,0,18.65
2026-04-13,7745.TWO,-1,0,18.0
2026-04-14,7745.TWO,-1,0,17.2
2026-04-13,7721.TW,1,0,87.6
2026-04-14,7721.TW,1,0,89.0
2026-04-15,7721.TW,1,0,88.2
2026-04-13,7724.TWO,-1,0,24.75
2026-04-14,7724.TWO,-1,0,24.0
2026-04-15,7724.TWO,-1,0,24.3
2026-04-13,7725.TWO,1,0,23.0
2026-04-14,7725.TWO,1,0,23.2
2026-04-15,7725.TWO,1,0,23.0
2026-04-13,7729.TWO,-1,0,74.4
2026-04-14,7729.TWO,-1,0,77.2
2026-04-15,7729.TWO,-1,0,78.9
2026-04-13,7730.TW,1,0,189.5
2026-04-14,7730.TW,1,0,190.0
2026-04-15,7730.TW,1,0,194.0
2026-04-13,7730.TW,1,0,189.5
2026-04-14,7730.TW,1,0,190.0
2026-04-15,7730.TW,1,0,194.0
2026-04-13,7730.TW,1,0,189.5
2026-04-14,7730.TW,1,0,190.0
2026-04-15,7730.TW,1,0,194.0
2026-04-13,7736.TW,1,0,80.9
2026-04-14,7736.TW,-1,0,79.8
2026-04-15,7736.TW,-1,0,79.7
2026-04-13,7737.TWO,1,0,43.15
2026-04-14,7737.TWO,1,0,43.0
2026-04-15,7737.TWO,1,0,43.3
2026-04-13,7740.TW,-1,0,173.0
2026-04-14,7740.TW,-1,0,181.0
2026-04-15,7740.TW,-1,0,178.0
2026-04-13,7740.TW,-1,0,173.0
2026-04-14,7740.TW,-1,0,181.0
2026-04-15,7740.TW,-1,0,178.0
2026-04-13,7744.TWO,1,0,481.5
2026-04-14,7744.TWO,1,0,477.0
2026-04-15,7744.TWO,1,0,497.0
2026-04-13,7773.TWO,-1,0,22.6
2026-04-14,7773.TWO,-1,0,21.5
2026-04-15,7773.TWO,-1,0,21.0
2026-04-13,7811.TWO,-1,0,87.8
2026-04-14,7811.TWO,-1,0,88.0
2026-04-15,7811.TWO,-1,0,90.9
2026-04-13,7812.TWO,-1,0,79.9
2026-04-14,7812.TWO,-1,0,80.8
2026-04-15,7812.TWO,-1,0,80.6
2026-04-13,7814.TWO,-1,0,39.6
2026-04-14,7814.TWO,-1,0,40.65
2026-04-15,7814.TWO,-1,0,40.65
2026-04-13,7818.TWO,1,0,103.0
2026-04-14,7818.TWO,1,0,114.0
2026-04-15,7818.TWO,1,0,123.0
2026-04-13,7819.TWO,-1,0,66.4
2026-04-14,7819.TWO,-1,0,69.3
2026-04-15,7819.TWO,-1,0,70.6
2026-04-13,7810.TWO,1,0,260.0
2026-04-14,7810.TWO,1,0,252.0
2026-04-15,7810.TWO,1,0,250.0
2026-04-13,7822.TW,-1,0,1555.0
2026-04-14,7822.TW,-1,0,1555.0
2026-04-15,7822.TW,1,0,1710.0
2026-04-13,7827.TWO,-1,0,128.0
2026-04-14,7827.TWO,-1,0,127.5
2026-04-15,7827.TWO,-1,0,128.0
2026-04-13,7829.TWO,-1,0,44.85
2026-04-14,7829.TWO,-1,0,44.8
2026-04-15,7829.TWO,-1,0,44.95
2026-04-13,7832.TWO,1,0,13.7
2026-04-14,7832.TWO,1,0,13.65
2026-04-15,7832.TWO,-1,0,13.4
2026-04-13,7822.TW,-1,0,1555.0
2026-04-14,7822.TW,-1,0,1555.0
2026-04-15,7822.TW,1,0,1710.0
2026-04-13,7779.TWO,-1,0,12.3
2026-04-14,7779.TWO,-1,0,12.8
2026-04-15,7779.TWO,1,0,15.0
2026-04-13,7780.TW,1,0,21.05
2026-04-14,7780.TW,1,0,20.6
2026-04-15,7780.TW,1,0,20.65
2026-04-13,7781.TWO,1,0,29.2
2026-04-14,7781.TWO,1,0,29.4
2026-04-15,7781.TWO,1,0,32.1
2026-04-13,7783.TWO,-1,0,74.8
2026-04-14,7783.TWO,-1,0,74.5
2026-04-15,7783.TWO,-1,0,73.8
2026-04-13,7789.TWO,-1,0,35.95
2026-04-14,7789.TWO,-1,0,36.0
2026-04-15,7789.TWO,-1,0,34.2
2026-04-13,7790.TWO,-1,0,52.9
2026-04-14,7790.TWO,-1,0,54.5
2026-04-15,7790.TWO,-1,0,54.0
2026-04-13,7791.TW,-1,0,64.8
2026-04-14,7791.TW,-1,0,65.6
2026-04-15,7791.TW,-1,0,65.0
2026-04-13,7792.TWO,1,0,354.0
2026-04-14,7792.TWO,1,0,356.0
2026-04-15,7792.TWO,1,0,362.5
2026-04-13,7794.TWO,1,0,50.3
2026-04-14,7794.TWO,1,0,49.8
2026-04-15,7794.TWO,-1,0,47.5
2026-04-13,7796.TWO,-1,0,103.0
2026-04-14,7796.TWO,-1,0,110.0
2026-04-15,7796.TWO,-1,0,108.0
2026-04-13,7797.TWO,1,0,58.0
2026-04-14,7797.TWO,-1,0,55.2
2026-04-15,7797.TWO,1,0,58.0
2026-04-13,7801.TWO,1,0,116.5
2026-04-14,7801.TWO,1,0,123.5
2026-04-15,7801.TWO,1,0,118.5
2026-04-13,8083.TWO,1,0,170.5
2026-04-14,8083.TWO,1,0,171.0
2026-04-15,8083.TWO,1,0,172.0
2026-04-13,8487.TW,1,0,79.9
2026-04-14,8487.TW,-1,0,79.6
2026-04-15,8487.TW,1,0,80.0
2026-04-13,8488.TW,1,0,9.9
2026-04-14,8488.TW,1,0,10.15
2026-04-15,8488.TW,1,0,10.25
2026-04-13,8489.TWO,-1,0,25.1
2026-04-14,8489.TWO,-1,0,25.35
2026-04-15,8489.TWO,1,0,25.7
2026-04-13,8906.TWO,-1,0,29.1
2026-04-14,8906.TWO,-1,0,28.8
2026-04-15,8906.TWO,-1,0,28.8
2026-04-13,8487.TW,1,0,79.9
2026-04-14,8487.TW,-1,0,79.6
2026-04-15,8487.TW,1,0,80.0
2026-04-13,8921.TWO,-1,0,17.2
2026-04-14,8921.TWO,-1,0,17.2
2026-04-15,8921.TWO,1,0,17.5
2026-04-13,8924.TWO,1,0,67.9
2026-04-14,8924.TWO,1,0,68.0
2026-04-15,8924.TWO,1,0,67.8
2026-04-13,8926.TW,-1,0,43.8
2026-04-14,8926.TW,-1,0,43.8
2026-04-15,8926.TW,-1,0,44.3
2026-04-13,8927.TWO,-1,0,23.55
2026-04-14,8927.TWO,-1,0,23.2
2026-04-15,8927.TWO,-1,0,23.2
2026-04-13,8928.TWO,-1,0,22.55
2026-04-14,8928.TWO,-1,0,22.95
2026-04-15,8928.TWO,-1,0,22.8
2026-04-13,8929.TWO,-1,0,15.6
2026-04-14,8929.TWO,-1,0,15.6
2026-04-15,8929.TWO,-1,0,15.5
2026-04-13,8930.TWO,-1,0,29.9
2026-04-14,8930.TWO,-1,0,29.85
2026-04-15,8930.TWO,-1,0,29.7
2026-04-13,8931.TWO,-1,0,42.05
2026-04-14,8931.TWO,-1,0,41.95
2026-04-15,8931.TWO,-1,0,41.7
2026-04-13,8932.TWO,-1,0,81.7
2026-04-14,8932.TWO,1,0,88.0
2026-04-15,8932.TWO,1,0,87.3
2026-04-13,8923.TWO,-1,0,19.65
2026-04-14,8923.TWO,-1,0,19.65
2026-04-15,8923.TWO,1,0,20.1
2026-04-13,8482.TW,1,0,48.7
2026-04-14,8482.TW,1,0,49.25
2026-04-15,8482.TW,1,0,49.7
2026-04-13,8478.TW,1,0,170.5
2026-04-14,8478.TW,1,0,169.0
2026-04-15,8478.TW,1,0,168.0
2026-04-13,8435.TWO,-1,0,56.8
2026-04-14,8435.TWO,1,0,57.0
2026-04-15,8435.TWO,1,0,57.3
2026-04-13,8436.TWO,-1,0,121.5
2026-04-14,8436.TWO,-1,0,121.0
2026-04-15,8436.TWO,-1,0,122.0
2026-04-13,8437.TWO,-1,0,12.15
2026-04-14,8437.TWO,-1,0,12.25
2026-04-15,8437.TWO,-1,0,12.2
2026-04-13,8438.TW,1,0,86.3
2026-04-14,8438.TW,1,0,85.8
2026-04-15,8438.TW,1,0,88.5
2026-04-13,8443.TW,1,0,11.95
2026-04-14,8443.TW,1,0,12.0
2026-04-15,8443.TW,1,0,12.1
2026-04-13,8444.TWO,-1,0,5.68
2026-04-14,8444.TWO,-1,0,5.12
2026-04-15,8444.TWO,-1,0,5.12
2026-04-13,8450.TWO,1,0,17.9
2026-04-14,8450.TWO,1,0,17.55
2026-04-15,8450.TWO,1,0,17.55
2026-04-13,8481.TW,-1,0,41.85
2026-04-14,8481.TW,1,0,42.05
2026-04-15,8481.TW,1,0,42.0
2026-04-13,8454.TW,1,0,180.5
2026-04-14,8454.TW,1,0,182.0
2026-04-15,8454.TW,1,0,180.0
2026-04-13,8458.TWO,1,0,18.2
2026-04-14,8458.TWO,1,0,18.1
2026-04-15,8458.TWO,-1,0,15.0
2026-04-13,8462.TW,-1,0,140.5
2026-04-14,8462.TW,-1,0,140.0
2026-04-15,8462.TW,-1,0,140.0
2026-04-13,8464.TW,1,0,370.0
2026-04-14,8464.TW,1,0,377.0
2026-04-15,8464.TW,1,0,361.5
2026-04-13,8466.TW,-1,0,17.9
2026-04-14,8466.TW,-1,0,18.05
2026-04-15,8466.TW,-1,0,17.85
2026-04-13,8472.TWO,-1,0,74.6
2026-04-14,8472.TWO,-1,0,74.3
2026-04-15,8472.TWO,-1,0,76.4
2026-04-13,8473.TW,-1,0,37.8
2026-04-14,8473.TW,-1,0,37.35
2026-04-15,8473.TW,-1,0,37.5
2026-04-13,8476.TW,-1,0,18.6
2026-04-14,8476.TW,-1,0,18.6
2026-04-15,8476.TW,-1,0,18.35
2026-04-13,8477.TWO,-1,0,13.55
2026-04-14,8477.TWO,-1,0,13.15
2026-04-15,8477.TWO,-1,0,13.15
2026-04-13,8455.TWO,-1,0,20.55
2026-04-14,8455.TWO,-1,0,20.15
2026-04-15,8455.TWO,-1,0,19.5
2026-04-13,9933.TW,-1,0,35.15
2026-04-14,9933.TW,-1,0,34.65
2026-04-15,9933.TW,1,0,38.1
2026-04-13,9934.TW,1,0,9.49
2026-04-14,9934.TW,1,0,9.6
2026-04-15,9934.TW,1,0,9.53
2026-04-13,9935.TW,-1,0,18.7
2026-04-14,9935.TW,-1,0,18.9
2026-04-15,9935.TW,-1,0,18.75
2026-04-13,9938.TW,-1,0,45.1
2026-04-14,9938.TW,-1,0,45.5
2026-04-15,9938.TW,-1,0,46.25
2026-04-13,9939.TW,-1,0,111.0
2026-04-14,9939.TW,-1,0,110.0
2026-04-15,9939.TW,-1,0,112.0
2026-04-13,9941.TW,-1,0,75.1
2026-04-14,9941.TW,-1,0,75.8
2026-04-15,9941.TW,1,0,77.2
2026-04-13,9946.TW,-1,0,17.2
2026-04-14,9946.TW,-1,0,17.1
2026-04-15,9946.TW,-1,0,17.05
2026-04-13,9949.TWO,1,0,33.0
2026-04-14,9949.TWO,1,0,35.0
2026-04-15,9949.TWO,1,0,35.1
2026-04-13,9950.TWO,-1,0,10.6
2026-04-14,9950.TWO,1,0,11.65
2026-04-15,9950.TWO,1,0,12.8
2026-04-13,9955.TW,-1,0,31.35
2026-04-14,9955.TW,1,0,32.3
2026-04-15,9955.TW,1,0,32.6
2026-04-13,9957.TWO,-1,0,5.93
2026-04-14,9957.TWO,-1,0,5.97
2026-04-15,9957.TWO,-1,0,5.97
2026-04-13,9958.TW,-1,0,104.0
2026-04-14,9958.TW,-1,0,103.5
2026-04-15,9958.TW,-1,0,105.5
2026-04-13,9960.TWO,1,0,26.05
2026-04-14,9960.TWO,1,0,26.1
2026-04-15,9960.TWO,1,0,26.95
2026-04-13,9944.TW,1,0,16.5
2026-04-14,9944.TW,1,0,16.65
2026-04-15,9944.TW,1,0,16.65
2026-04-13,9930.TW,1,0,70.4
2026-04-14,9930.TW,1,0,70.9
2026-04-15,9930.TW,1,0,70.7
2026-04-13,9929.TW,-1,0,12.15
2026-04-14,9929.TW,-1,0,12.2
2026-04-15,9929.TW,-1,0,12.5
2026-04-13,9928.TW,-1,0,17.85
2026-04-14,9928.TW,1,0,17.9
2026-04-15,9928.TW,1,0,17.9
2026-04-13,8942.TWO,1,0,42.7
2026-04-14,8942.TWO,1,0,46.0
2026-04-15,8942.TWO,1,0,45.05
2026-04-13,9902.TW,-1,0,14.4
2026-04-14,9902.TW,1,0,14.45
2026-04-15,9902.TW,1,0,14.55
2026-04-13,9904.TW,-1,0,28.0
2026-04-14,9904.TW,-1,0,28.05
2026-04-15,9904.TW,-1,0,28.05
2026-04-13,9921.TW,-1,0,68.4
2026-04-14,9921.TW,-1,0,68.8
2026-04-15,9921.TW,-1,0,68.3
2026-04-13,8114.TW,-1,0,164.0
2026-04-14,8114.TW,-1,0,165.5
2026-04-15,8114.TW,-1,0,167.0
2026-04-13,8114.TW,-1,0,164.0
2026-04-14,8114.TW,-1,0,165.5
2026-04-15,8114.TW,-1,0,167.0
2026-04-13,8119.TWO,1,0,8.25
2026-04-14,8119.TWO,1,0,10.7
2026-04-15,8119.TWO,1,0,15.7
2026-04-13,8121.TWO,1,0,25.0
2026-04-14,8121.TWO,1,0,25.3
2026-04-15,8121.TWO,1,0,25.25
2026-04-13,8131.TW,-1,0,62.9
2026-04-14,8131.TW,-1,0,62.2
2026-04-15,8131.TW,-1,0,61.8
2026-04-13,8131.TW,-1,0,62.9
2026-04-14,8131.TW,-1,0,62.2
2026-04-15,8131.TW,-1,0,61.8
2026-04-13,8150.TW,1,0,62.9
2026-04-14,8150.TW,1,0,63.0
2026-04-15,8150.TW,1,0,66.5
2026-04-13,8155.TWO,1,0,314.5
2026-04-14,8155.TWO,1,0,326.0
2026-04-15,8155.TWO,1,0,358.5
2026-04-13,8162.TW,1,0,42.55
2026-04-14,8162.TW,1,0,42.5
2026-04-15,8162.TW,1,0,42.4
2026-04-13,8162.TW,1,0,42.55
2026-04-14,8162.TW,1,0,42.5
2026-04-15,8162.TW,1,0,42.4
2026-04-13,8162.TW,1,0,42.55
2026-04-14,8162.TW,1,0,42.5
2026-04-15,8162.TW,1,0,42.4
2026-04-13,8163.TW,-1,0,27.75
2026-04-14,8163.TW,-1,0,27.7
2026-04-15,8163.TW,1,0,27.9
2026-04-13,8163.TW,-1,0,27.75
2026-04-14,8163.TW,-1,0,27.7
2026-04-15,8163.TW,1,0,27.9
2026-04-13,8171.TWO,-1,0,24.25
2026-04-14,8171.TWO,-1,0,24.15
2026-04-15,8171.TWO,-1,0,24.0
2026-04-13,8183.TWO,1,0,34.9
2026-04-14,8183.TWO,1,0,35.4
2026-04-15,8183.TWO,1,0,35.2
2026-04-13,8150.TW,1,0,62.9
2026-04-14,8150.TW,1,0,63.0
2026-04-15,8150.TW,1,0,66.5
2026-04-13,8111.TWO,1,0,66.9
2026-04-14,8111.TWO,1,0,68.7
2026-04-15,8111.TWO,1,0,71.8
2026-04-13,8086.TWO,1,0,138.5
2026-04-14,8086.TWO,1,0,136.0
2026-04-15,8086.TWO,1,0,135.5
2026-04-13,8087.TWO,1,0,36.2
2026-04-14,8087.TWO,1,0,37.45
2026-04-15,8087.TWO,1,0,35.75
2026-04-13,8089.TWO,-1,0,21.55
2026-04-14,8089.TWO,-1,0,21.5
2026-04-15,8089.TWO,-1,0,21.65
2026-04-13,8092.TWO,-1,0,11.8
2026-04-14,8092.TWO,-1,0,11.7
2026-04-15,8092.TWO,-1,0,11.7
2026-04-13,8098.TWO,1,0,353.5
2026-04-14,8098.TWO,1,0,420.5
2026-04-15,8098.TWO,1,0,446.5
2026-04-13,8099.TWO,1,0,70.0
2026-04-14,8099.TWO,1,0,71.8
2026-04-15,8099.TWO,1,0,71.9
2026-04-13,8102.TWO,1,0,57.9
2026-04-14,8102.TWO,1,0,58.5
2026-04-15,8102.TWO,1,0,59.4
2026-04-13,8105.TW,1,0,14.2
2026-04-14,8105.TW,1,0,14.55
2026-04-15,8105.TW,1,0,14.5
2026-04-13,8105.TW,1,0,14.2
2026-04-14,8105.TW,1,0,14.55
2026-04-15,8105.TW,1,0,14.5
2026-04-13,8107.TWO,-1,0,12.65
2026-04-14,8107.TWO,-1,0,12.8
2026-04-15,8107.TWO,-1,0,12.8
2026-04-13,8109.TWO,1,0,109.0
2026-04-14,8109.TWO,1,0,109.0
2026-04-15,8109.TWO,1,0,108.5
2026-04-13,8354.TWO,1,0,15.9
2026-04-14,8354.TWO,1,0,15.55
2026-04-15,8354.TWO,1,0,15.4
2026-04-13,8390.TWO,-1,0,91.4
2026-04-14,8390.TWO,-1,0,91.3
2026-04-15,8390.TWO,-1,0,91.5
2026-04-13,8401.TWO,-1,0,24.8
2026-04-14,8401.TWO,-1,0,24.75
2026-04-15,8401.TWO,-1,0,25.0
2026-04-13,8409.TWO,1,0,20.8
2026-04-14,8409.TWO,1,0,20.75
2026-04-15,8409.TWO,-1,0,20.65
2026-04-13,8411.TW,1,0,12.35
2026-04-14,8411.TW,1,0,12.35
2026-04-15,8411.TW,1,0,12.3
2026-04-13,8422.TW,-1,0,29.0
2026-04-14,8422.TW,-1,0,28.9
2026-04-15,8422.TW,1,0,29.45
2026-04-13,8424.TWO,-1,0,74.2
2026-04-14,8424.TWO,1,0,74.5
2026-04-15,8424.TWO,-1,0,74.2
2026-04-13,8404.TW,-1,0,17.8
2026-04-14,8404.TW,-1,0,17.7
2026-04-15,8404.TW,-1,0,18.1
2026-04-13,8329.TWO,1,0,10.35
2026-04-14,8329.TWO,-1,0,10.15
2026-04-15,8329.TWO,-1,0,10.2
2026-04-13,8215.TW,1,0,25.6
2026-04-14,8215.TW,1,0,26.0
2026-04-15,8215.TW,1,0,26.7
2026-04-13,8215.TW,1,0,25.6
2026-04-14,8215.TW,1,0,26.0
2026-04-15,8215.TW,1,0,26.7
2026-04-13,8222.TW,-1,0,34.5
2026-04-14,8222.TW,-1,0,34.7
2026-04-15,8222.TW,1,0,36.3
2026-04-13,8240.TWO,1,0,62.3
2026-04-14,8240.TWO,1,0,62.6
2026-04-15,8240.TWO,1,0,62.5
2026-04-13,8261.TW,1,0,111.0
2026-04-14,8261.TW,1,0,111.0
2026-04-15,8261.TW,1,0,109.0
2026-04-13,8261.TW,1,0,111.0
2026-04-14,8261.TW,1,0,111.0
2026-04-15,8261.TW,1,0,109.0
2026-04-13,8271.TW,-1,0,156.0
2026-04-14,8271.TW,-1,0,159.5
2026-04-15,8271.TW,-1,0,159.5
2026-04-13,8271.TW,-1,0,156.0
2026-04-14,8271.TW,-1,0,159.5
2026-04-15,8271.TW,-1,0,159.5
2026-04-13,8272.TWO,-1,0,71.0
2026-04-14,8272.TWO,-1,0,71.1
2026-04-15,8272.TWO,-1,0,71.1
2026-04-13,8279.TWO,-1,0,107.0
2026-04-14,8279.TWO,-1,0,107.5
2026-04-15,8279.TWO,-1,0,107.5
2026-04-10,8291.TWO,-1,0,13.25
2026-04-13,8291.TWO,-1,0,13.25
2026-04-14,8291.TWO,-1,0,13.4
2026-04-13,6750.TWO,-1,0,59.2
2026-04-14,6750.TWO,-1,0,58.2
2026-04-15,6750.TWO,-1,0,60.0
2026-04-13,6751.TWO,-1,0,51.6
2026-04-14,6751.TWO,1,0,52.0
2026-04-15,6751.TWO,1,0,52.2
2026-04-13,6753.TW,-1,0,125.0
2026-04-14,6753.TW,1,0,129.5
2026-04-15,6753.TW,1,0,140.5
2026-04-13,6756.TW,-1,0,71.7
2026-04-14,6756.TW,-1,0,72.9
2026-04-15,6756.TW,1,0,75.6
2026-04-13,6756.TW,-1,0,71.7
2026-04-14,6756.TW,-1,0,72.9
2026-04-15,6756.TW,1,0,75.6
2026-04-13,6761.TWO,1,0,206.0
2026-04-14,6761.TWO,1,0,195.0
2026-04-15,6761.TWO,1,0,199.0
2026-04-13,6763.TWO,-1,0,47.7
2026-04-14,6763.TWO,1,0,50.0
2026-04-15,6763.TWO,1,0,49.35
2026-04-13,6768.TW,-1,0,81.1
2026-04-14,6768.TW,-1,0,81.9
2026-04-15,6768.TW,-1,0,83.2
2026-04-13,6775.TWO,1,0,24.9
2026-04-14,6775.TWO,1,0,24.8
2026-04-15,6775.TWO,1,0,29.5
2026-04-13,6741.TWO,1,0,62.8
2026-04-14,6741.TWO,1,0,62.2
2026-04-15,6741.TWO,1,0,62.3
2026-04-13,6715.TW,1,0,416.0
2026-04-14,6715.TW,1,0,391.0
